topic,time,gyro.x,gyro.y,gyro.z,acceleration.x,acceleration.y,acceleration.z
/ouster_top/imu,1763742611.4852154,-0.015446334322459582,-0.013049489341388266,-0.0007989483270237714,0.17956512451171874,0.488417138671875,9.672574707031249
/ouster_top/imu,1763742611.4952157,-0.0073236929977179045,-0.003994741635118857,-0.009853696033293181,0.03591302490234375,0.3327940307617187,9.74200655517578
/ouster_top/imu,1763742611.5052156,-0.011851066850852611,-0.0019973708175594286,-0.007989483270237714,0.08140285644531249,0.28012159423828126,9.725247143554688
/ouster_top/imu,1763742611.5152159,-0.010120012142301104,-0.008788431597261486,-0.008655273542757524,0.2561795776367187,0.46208092041015625,9.70369932861328
/ouster_top/imu,1763742611.5252159,-0.0073236929977179045,-0.007590009106725828,0.0,0.1388636962890625,0.3687070556640625,9.698910925292969
/ouster_top/imu,1763742611.5352159,-0.006524744670694133,-0.0038615835806148956,-0.0031957933080950856,0.16759411621093748,0.26336218261718747,9.811438403320311
/ouster_top/imu,1763742611.545216,-0.015712650431467506,-0.015180018213451656,-0.0055926382891664,0.19632453613281248,0.354341845703125,9.710881933593749
/ouster_top/imu,1763742611.5552163,-0.010253170196805066,-0.013182647395892227,-0.004793689962142629,0.1484405029296875,0.3136404174804687,9.698910925292969
/ouster_top/imu,1763742611.5652163,-0.010785802414820914,-0.007590009106725828,-0.004394215798630743,0.201112939453125,0.21068974609375,9.660603698730467
/ouster_top/imu,1763742611.5752163,-0.008788431597261486,-0.010519486305812991,-0.004394215798630743,0.19871873779296872,0.4070142822265625,9.720458740234374
/ouster_top/imu,1763742611.5852168,-0.018642127630554665,-0.013582121559404116,-0.0009321063815277333,0.3184288208007812,0.5051765502929687,9.674968908691406
/ouster_top/imu,1763742611.5952165,-0.008788431597261486,-0.0073236929977179045,-0.007989483270237714,0.0430956298828125,0.38786066894531246,9.725247143554688
/ouster_top/imu,1763742611.6052167,-0.012916331286884304,-0.009986854087797143,-0.008122641324741676,0.12449848632812499,0.19153613281249998,9.773131176757811
/ouster_top/imu,1763742611.6152167,-0.007856325215733753,-0.008255799379245638,-0.011451592687340723,0.1197100830078125,0.36391865234375,9.648632690429688
/ouster_top/imu,1763742611.625217,-0.009853696033293181,-0.019174759848570515,-0.005060006071150552,0.22026655273437498,0.4525041137695312,9.662997900390625
/ouster_top/imu,1763742611.635217,-0.009986854087797143,-0.011584750741844684,-0.0073236929977179045,0.201112939453125,0.24660277099609373,9.6917283203125
/ouster_top/imu,1763742611.645217,-0.015180018213451656,-0.0055926382891664,-0.007989483270237714,0.24899697265624998,0.3399766357421875,9.718064538574218
/ouster_top/imu,1763742611.6552174,-0.013715279613908078,-0.00905474770626941,-0.004660531907638666,0.1771709228515625,0.26336218261718747,9.739612353515625
/ouster_top/imu,1763742611.6652172,-0.007057376888709981,-0.010519486305812991,-0.0006657902725198095,0.1580173095703125,0.30406361083984373,9.737218151855469
/ouster_top/imu,1763742611.6752174,-0.006791060779702058,-0.009853696033293181,-0.0073236929977179045,0.2059013427734375,0.3280056274414062,9.648632690429688
/ouster_top/imu,1763742611.6852174,-0.011318434632836761,-0.015180018213451656,-0.0029294771990871615,0.2825157958984375,0.36391865234375,9.595960253906249
/ouster_top/imu,1763742611.6952176,-0.01344896350490015,-0.005858954398174323,-0.003062635253591124,0.13646949462890623,0.38786066894531246,9.698910925292969
/ouster_top/imu,1763742611.7052176,-0.012383699068868458,-0.004793689962142629,-0.005858954398174323,0.21787235107421873,0.23702596435546874,9.787496386718749
/ouster_top/imu,1763742611.7152178,-0.015313176267955617,-0.005060006071150552,-0.006791060779702058,0.1484405029296875,0.44532150878906246,9.696516723632811
/ouster_top/imu,1763742611.7252178,-0.013582121559404116,-0.00972053797878922,-0.0023968449810713144,0.11731588134765625,0.316034619140625,9.686939916992188
/ouster_top/imu,1763742611.735218,-0.007456851052221866,-0.012117382959860534,-0.002530003035575276,0.18435352783203124,0.3280056274414062,9.718064538574218
/ouster_top/imu,1763742611.745218,-0.0111852765783328,-0.0009321063815277333,-0.002663161090079238,0.16041151123046873,0.3064578125,9.64623848876953
/ouster_top/imu,1763742611.7552183,-0.014381069886427886,-0.010519486305812991,-0.00905474770626941,0.296881005859375,0.40222587890625,9.689334118652344
/ouster_top/imu,1763742611.7652183,-0.011451592687340723,-0.013981595722916,-0.0038615835806148956,0.15562310791015624,0.3399766357421875,9.744400756835937
/ouster_top/imu,1763742611.7752185,-0.01251685712337242,-0.006391586616190171,-0.004660531907638666,0.20350714111328125,0.411802685546875,9.749189160156249
/ouster_top/imu,1763742611.7852185,-0.0035952674716069714,-0.0042610577441267805,-0.004127899689622819,0.2657563842773437,0.4572925170898437,9.70369932861328
/ouster_top/imu,1763742611.7952185,-0.011052118523828838,-0.01344896350490015,-0.006791060779702058,0.17238251953125,0.4165910888671875,9.710881933593749
/ouster_top/imu,1763742611.8052187,-0.014114753777419962,-0.0049268480166465905,0.0005326322180158476,0.16041151123046873,0.20350714111328125,9.739612353515625
/ouster_top/imu,1763742611.8152187,-0.01038632825130903,-0.009853696033293181,-0.0038615835806148956,0.201112939453125,0.373495458984375,9.634267480468749
/ouster_top/imu,1763742611.825219,-0.0042610577441267805,-0.004127899689622819,-0.0042610577441267805,0.16998831787109375,0.4261678955078125,9.655815295410155
/ouster_top/imu,1763742611.835219,-0.011984224905356573,-0.0038615835806148956,-0.005459480234662438,0.2705447875976562,0.36152445068359373,9.710881933593749
/ouster_top/imu,1763742611.8452191,-0.01384843766841204,-0.007856325215733753,-0.0035952674716069714,0.21787235107421873,0.25139117431640623,9.785102185058593
/ouster_top/imu,1763742611.8552191,-0.009321063815277333,-0.012383699068868458,-0.005725796343670361,0.26815058593749996,0.38786066894531246,9.6917283203125
/ouster_top/imu,1763742611.865219,-0.010652644360316953,-0.012250541014364496,-0.003062635253591124,0.16759411621093748,0.35673604736328124,9.68454571533203
/ouster_top/imu,1763742611.8752196,-0.004527373853134705,-0.009454221869781294,-0.0035952674716069714,0.1005564697265625,0.2609679809570312,9.713276135253906
/ouster_top/imu,1763742611.8852196,-0.004394215798630743,-0.010519486305812991,-0.003994741635118857,0.3280056274414062,0.5386953735351562,9.665392102050781
